year;area km²;consunit
2008;0,33;PARQUE NACIONAL DO JAÚ
2008;0,11;ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SANTA ISABEL
2008;4,55;PARQUE NACIONAL DO RIO NOVO
2008;0,08;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO TUPÉ
2008;5,64;RESERVA EXTRATIVISTA RIO OURO PRETO
2008;0,22;ÁREA DE PROTEÇÃO AMBIENTAL MEANDROS DO ARAGUAIA
2008;0,16;PARQUE NACIONAL DE PACAÁS NOVOS
2008;0,20;RESERVA EXTRATIVISTA MARINHA ARAI-PEROBA
2008;0,08;RESERVA EXTRATIVISTA BARREIRO DAS ANTAS
2008;0,23;RESERVA EXTRATIVISTA MARINHA DE GURUPI-PIRIÁ
2008;0,80;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO JUMA
2008;8,05;FLORESTA ESTADUAL DE IRIRI
2008;7,19;FLORESTA NACIONAL DE BOM FUTURO
2008;2,49;ÁREA DE PROTEçãO AMBIENTAL DA REGIãO DO MARACANã
2008;0,01;FLORESTA NACIONAL DE HUMAITÁ
2008;0,28;RESERVA EXTRATIVISTA MARINHA TRACUATEUA
2008;0,51;RESERVA EXTRATIVISTA GURUPÁ-MELGAÇO
2008;5,62;FLORESTA NACIONAL DO IQUIRI
2008;0,89;RESERVA EXTRATIVISTA RIO XINGU
2008;0,02;REFúGIO DE VIDA SILVESTRE METRóPOLE DA AMAZôNIA
2008;0,13;ÁREA DE RELEVANTE INTERESSE ECOLÓGICA SERINGAL NOVA ESPERANÇA
2008;0,02;RESERVA EXTRATIVISTA EXTREMO NORTE DO TOCANTINS
2008;0,00;RESERVA EXTRATIVISTA CHOCOARÉ-MATO GROSSO
2008;0,13;RESERVA EXTRATIVISTA MARINHA MOCAPAJUBA
2008;0,74;FLORESTA NACIONAL DE MULATA
2008;0,12;ÁREA DE PROTEÇÃO AMBIENTAL DO RIO MADEIRA
2008;0,32;FLORESTA NACIONAL DE BALATA-TUFARI
2008;0,33;PARQUE ESTADUAL IGARAPÉS DO JURUENA
2008;1,79;PARQUE ESTADUAL CRISTALINO
2008;0,19;RESERVA EXTRATIVISTA ITUXí
2008;0,07;FLORESTA NACIONAL DE PURUS
2008;0,35;ÁREA DE PROTEÇÃO AMBIENTAL - BAIXO RIO BRANCO
2008;3,00;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO MUTUM
2008;0,16;RESERVA EXTRATIVISTA MARINHA CAETÉTAPERAÇU
2008;0,10;PARQUE NACIONAL DO ACARI
2008;2,52;FLORESTA NACIONAL DE CARAJÁS
2008;11,49;RESERVA EXTRATIVISTA CHICO MENDES
2008;0,14;ÁREA DE PROTEÇÃO AMBIENTAL  TAPURUQUARA
2008;1,53;RESERVA EXTRATIVISTA IPAÚ-ANILZINHO
2008;2,97;PARQUE NACIONAL DA SERRA DO DIVISOR
2008;1,01;PARQUE NACIONAL DO PICO DA NEBLINA
2008;11,27;PARQUE NACIONAL DO JAMANXIM
2008;61,96;ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS
2008;0,06;ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES
2008;4,09;FLORESTA NACIONAL DE RORAIMA
2008;0,08;RESERVA BIOLÓGICA DE MAICURU
2008;0,07;ESTAÇÃO ECOLÓGICA DO GRÃO PARÁ
2008;0,40;AREA DE PROTEÇÃO AMBIENTAL TARUMA/PONTA NEGRA
2008;0,36;RESERVA EXTRATIVISTA RIO PACAÁS NOVOS
2008;0,59;FLORESTA NACIONAL DO AMAZONAS
2008;1,28;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO DO RIO MACHADO
2008;0,57;FLORESTA ESTADUAL DE FARO
2008;0,54;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO RIO VERMELHO (C)
2008;0,59;PARQUE ESTADUAL SERRA DO ARACÁ
2008;0,00;RESERVA EXTRATIVISTA ANGELIM
2008;5,86;ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES
2008;2,52;ÁREA DE PROTEÇÃO AMBIENTAL IGARAPÉ SÃO FRANCISCO
2008;0,08;PARQUE NACIONAL DA SERRA DA CUTIA
2008;1,20;PARQUE ESTADUAL SERRA SANTA BÁRBARA
2008;0,05;RESERVA EXTRATIVISTA MAE GRANDE DE CURUÇA
2008;3,11;RESERVA EXTRATIVISTA ALTO TARAUACÁ
2008;2,63;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL AMANÃ
2008;1,45;FLORESTA NACIONAL DE JACUNDÁ
2008;0,11;PARQUE ESTADUAL DA SERRA DOS MARTÍRIOS/ANDORINHAS
2008;0,28;FLORESTA NACIONAL DO AMANÁ
2008;0,47;FLORESTA ESTADUAL DO TROMBETAS
2008;0,42;RESERVA EXTRATIVISTA MÉDIO JURUÁ
2008;0,11;ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO
2008;0,24;FLORESTA NACIONAL DE CAXIUANÃ
2008;0,04;RESERVA EXTRATIVISTA MARACANÃ
2008;1,13;RESERVA EXTRATIVISTA DO CIRIÁCO
2008;1,09;FLORESTA NACIONAL DO JAMARI
2008;0,07;RESERVA EXTRATIVISTA DO LAGO DO CAPANÃ GRANDE
2008;0,80;FLORESTA NACIONAL DE SANTA ROSA DO PURUS
2008;1,94;RESERVA EXTRATIVISTA MATA GRANDE
2008;0,00;RESERVA EXTRATIVISTA MASSARANDUBA
2008;3,11;FLORESTA NACIONAL DE TAPIRAPÉ-AQUIRI
2008;2,62;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO UATUMÃ
2008;0,01;FLORESTA ESTADUAL DE RENDIMENTO SUSTENTADO TUCANO
2008;5,83;FLORESTA NACIONAL DE TEFÉ
2008;0,79;PARQUE NACIONAL DO ARAGUAIA
2008;0,20;RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA
2008;0,53;RESERVA EXTRATIVISTA RIO PRETO-JACUNDÁ
2008;16,48;ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS
